idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-15074;24_15074;;AQUISITION D'UN BRAS ELEVATEUR ARTICULE (BEA);24-15074;JOUE;['17'];;Marchés européens;2024-02-08;2024-03-31;;SDIS (17);;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['475'];['475'];['Véhicules (acquisition)'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15074;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15074.pdf;FALSE
24-15268;24_15268;;ENTRETIEN, DESINCARCERATION ET DEPANNAGE DES ASCENSEURS ET MONTECHARGES DU CROUS DE LYON;24-15268;JOUE;['69', '42', '01'];;Marchés européens;2024-02-08;2024-03-06;;Tribunal Administratif de Lyon;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15268;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15268.pdf;FALSE
24-14855;24_14855;;Prestations et fournitures liées à l'infrastructure et à la sécurité du système d'information;24-14855;JOUE;['27'];;Marchés européens;2024-02-08;2024-04-06;;Département de l'Eure;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['454', '163', '162', '453'];['454', '163', '162', '453'];['Informatique (maintenance serveurs et réseaux)', 'Informatique (prestations de services)', 'Informatique (matériel)', 'Informatique (assistance)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14855;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14855.pdf;FALSE
24-14927;24_14927;;ACQUISITION DE PRODUITS D'ENTRETIEN, D'HYGIENE ET DE PETITS MATERIELS DE MENAGE POUR LE SDIS DE LA GUADELOUPE;24-14927;JOUE;['971'];;Marchés européens;2024-02-08;2024-03-07;2024-03-08T10:00:00+00:00;Tribunal Administratif de Basse-Terre;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['278'];['278'];"[""Produits d'entretien""]";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14927;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14927.pdf;FALSE
24-15155;24_15155;;Marché de prestations de services d'assurance;24-15155;JOUE;['64'];;Marchés européens;2024-02-08;2024-03-15;;Axa Lagisquet Berges;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15155;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15155.pdf;FALSE
24-15219;24_15219;;Fouille d'archéologie préventive Emprise : 5830 m². Domaine : Antiquité;24-15219;JOUE;['30'];;Marchés européens;2024-02-08;2024-02-29;;Institut national de recherches archéologiques préventives;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['450'];['450'];['Fouille archéologique'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15219;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15219.pdf;FALSE
24-15296;24_15296;;Structuration SPDA;24-15296;JOUE;['75'];;Marchés européens;2024-02-08;2024-04-07;;Tribunal adinistratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15296;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15296.pdf;FALSE
24-14845;24_14845;;Concours restreint de maîtrise d'oeuvre pour la construction d'un poste de police municipale, d'un relais petite enfance et d'une crèche;24-14845;JOUE;['94'];;Marchés européens;2024-02-08;2024-04-06;;Tribunal administratif de Melun;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;CONCOURS;Résultat de marché;Concours;attribution/concours;Résultat de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14845;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14845.pdf;FALSE
24-14869;24_14869;;"Impression et distribution du magazine départemental d'information "" Corrèze Magazine "" et distribution de documents d'utilité publique.";24-14869;JOUE;['19'];;Marchés européens;2024-02-08;2024-04-08;;MEDIAPOST;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['160'];['160'];['Impression'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14869;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14869.pdf;FALSE
24-14950;24_14950;;Concours restreint de Maîtrise d'oeuvre sur « esquisse+ » pour la construction d'un centre social ai Prépaou et requalification urbaine;24-14950;JOUE;['13'];;Marchés européens;2024-02-08;2024-05-05;;COMMUNE D'ISTRES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;CONCOURS;Résultat de marché;Concours;attribution/concours;Résultat de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14950;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14950.pdf;FALSE
24-15009;24_15009;;Acquisition de matériel et outillage pour le personnel des agences techniques départementales et autres services du conseil départemental de la Manche. Relance des lots 2, 3, 4 et 5;24-15009;JOUE;['50'];;Marchés européens;2024-02-08;2024-05-06;;Département de la Manche;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['251'];['251'];['Outillage'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15009;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15009.pdf;FALSE
24-15061;24_15061;;232055 VRA DCAMG Gestion de la fourrière animalière;24-15061;JOUE;['26'];;Marchés européens;2024-02-08;2024-05-06;;Valence Romans Agglo;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['451'];['451'];['Fourrière'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15061;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15061.pdf;FALSE
24-15671;24_15671;;Servicii de Supervizare ,,Proiectare si Executie Autostrada Sibiu – Pitesti Sectiunea 2: Boița - Cornetu, km 13+170 – km 44+500”;24-15671;JOUE;['24'];;Marchés européens;2024-02-08;2024-03-07;;Ville de Bergerac;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15671;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15671.pdf;FALSE
24-15677;24_15677;;Extension de l'Ecole Maternelle de Longroy 76260;24-15677;FNS;['76', '80', '60'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-27;2024-02-27T12:00:00+00:00;COMMUNE DE LONGROY;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15677;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15677.pdf;FALSE
24-15682;24_15682;;Etude d'impact économique, environnementale et sociale pour les Jeux Olympiques et Paralympiques 2030;24-15682;FNS;['75'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-21;2024-02-21T12:00:00+00:00;CNOSF;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['445', '433'];['445', '433'];"['Evénementiel', ""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15682;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15682.pdf;FALSE
24-15692;24_15692;;Le marché concerne une mission de maîtrise d'oeuvre pour le renouvellement des installations techniques situées à la piscine de la Faisanderie à Fontainebleau.;24-15692;FNS;['77'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-04-18;;Communauté d'agglomération du Pays de Fontainebleau;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['455', '197'];['455', '197'];"['Ingénierie', ""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15692;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15692.pdf;FALSE
24-15693;24_15693;;Maîtrise d'oeuvre - multi-accueil Elsa Triolet;24-15693;FNS;['56'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;;MAIRIE;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15693;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15693.pdf;FALSE
24-15576;24_15576;;Maintenance Des Ascenseurs, Epmr Et Monte Charges De La Ville De Vaulx-En-Velin;24-15576;FNS;['69'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T12:00:00+00:00;Ville de Vaulx en Velin;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['17'];['17'];['Ascenseur'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15576;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15576.pdf;FALSE
24-15584;24_15584;;Maintenance des systèmes d'alarme incendie;24-15584;FNS;['69', '01', '38', '42'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-16;;Ville de Meyzieu;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15584;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15584.pdf;FALSE
24-15705;24_15705;;Mission de maîtrise d'oeuvre pour la réhabilitation et le réaménagement de Bâtiments sur La Base 217;24-15705;FNS;['91'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T09:00:00+00:00;Collectivité territoriale par mandat;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['197', '455'];['197', '455'];"[""Maîtrise d'oeuvre"", 'Ingénierie']";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15705;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15705.pdf;FALSE
24-15751;24_15751;;Fourniture de denrées alimentaires (Accord-cadre décomposé en 3 lots);24-15751;FNS;['06'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-18T12:00:00+00:00;CCAS de Cannes (06);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15751;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15751.pdf;FALSE
24-15755;24_15755;;"L'animation et l'accompagnement de la communauté ""Île-de France propre"" pour des actions de lutte contre les dépôts sauvages.";24-15755;FNS;['93'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-01;2024-03-01T17:00:00+00:00;Conseil régional d'Ile de France;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15755;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15755.pdf;FALSE
24-15787;24_15787;;Acquisition, installation, paramétrage, accompagnement et maintenance d'une solution logicielle et matérielle de gestion des activités et temps de travail (Gta) de la Ville de Blag;24-15787;FNS;['31'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-15;2024-03-15T12:00:00+00:00;Mairie De Blagnac;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['186'];['186'];['Logiciel'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15787;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15787.pdf;FALSE
24-15808;24_15808;;Amenagement De La Dechetterie Des Combes A Petit Coeur;24-15808;FNS;['73'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-07;;Cc des Vallées d'Aigueblanche;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['96'];['96'];['Déchetterie (travaux)'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15808;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15808.pdf;FALSE
24-15827;24_15827;;Fourniture de mobiliers scolaires et périscolaires;24-15827;FNS;['33'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;;COMMUNE;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['230'];['230'];['Mobilier'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15827;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15827.pdf;FALSE
24-15828;24_15828;;Mission de programmation pour la ville de Conflans-Sainte-Honorine Mission 1 : Élaboration d'un schéma directeur des équipements sportifs Mission 2 : Programmation travaux du gymnase Pierre Ruquet;24-15828;FNS;['78'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-06-08;2024-03-08T12:00:00+00:00;Gymnase Ruquet et équipements sportifs;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15828;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15828.pdf;FALSE
24-15874;24_15874;;Fourniture de végétaux;24-15874;FNS;['59'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-04-08;2024-03-07T11:00:00+00:00;COMMUNE DE LAMBERSART;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['358'];['358'];['Végétaux'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15874;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15874.pdf;FALSE
24-15888;24_15888;;Fourniture d'ouvrages à destination des collaborateurs de l'AMF, livrés au 17 place de la Bourse (75082) ou par voie dématérialisée.;24-15888;MAPA;['75'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-08;2024-03-07T12:00:00+00:00;L'Autorité des Marchés Financiers est soumise aux dispositions du code de la commande publique en vertu de son statut d'Autorité Publique Indépendante.;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['184'];['184'];['Livres'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15888;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15888.pdf;FALSE
24-15897;24_15897;;Remplacement des réseaux de chauffage du groupe scolaire Louise Michel;24-15897;FNS;['45'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-21;2024-03-21T12:00:00+00:00;Ville de Saint Jean de Braye;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['61'];['61'];['Chauffage (travaux)'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15897;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15897.pdf;FALSE
24-15908;24_15908;;Travaux de désamiantage et de déconstruction d'un ensemble de bâtiments rue Foch à LA ROCHE SUR YON (85);24-15908;FNS;['85'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-14;2024-03-14T17:00:00+00:00;EPF DE LA VENDEE 123 BOULEVARD LOUIS BLANC 85000 LA ROCHE SUR YON;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['479', '87'];['479', '87'];['Amiante (désamiantage)', 'Démolition'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15908;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15908.pdf;FALSE
24-15921;24_15921;;Fourniture et livraison de cartouches d'encre et toners-.;24-15921;FNS;['08', '51', '52', '02', '10', '55', '57', '54', '59'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T16:30:00+00:00;Ardenne Metropole - Communauté d'Agglomération;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['162'];['162'];['Informatique (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15921;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15921.pdf;FALSE
24-15928;24_15928;;Prestations de réalisation d'études topographiques et de documents d'acquisitions foncières topographiques et parcellaires.;24-15928;FNS;['09'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-01;2024-03-01T12:00:00+00:00;Conseil Départemental de l'Ariège (09);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15928;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15928.pdf;FALSE
24-15957;24_15957;;CREATION - RENOUVELLEMENT - MAINTENANCE - CONTROLE DES POINTS D'EAUX INCENDIE;24-15957;FNS;['83', '13', '06'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T12:00:00+00:00;Mairie de Roquebrune sur Argens;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['273'];['273'];"[""Poteaux d'incendie""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15957;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15957.pdf;FALSE
24-15973;24_15973;;La conception, la réalisation, la maintenance et l'hébergement du futur site internet institutionnel d'Eau publique du Grand Lyon;24-15973;FNS;['69'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-07;2024-03-07T17:00:00+00:00;La Régie Eau Publique du Grand Lyon;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['171'];['171'];['Site internet'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15973;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15973.pdf;FALSE
24-15976;24_15976;;Prestations de sténotypie pour les besoins du Conseil départemental de la Drôme;24-15976;FNS;['26'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-05;2024-03-05T11:00:00+00:00;Département de la Drôme;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15976;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15976.pdf;FALSE
